itemid	wordnum	word	FullText	FullTextMarked
1	148	rest	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the *rest*
1	149	of	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest *of*
1	150	his	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of *his*
1	151	life	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his *life*
1	152	to	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life *to*
1	153	finding	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to *finding*
1	154	ways	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding *ways*
1	155	to	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways *to*
1	156	transmit	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to *transmit*
1	157	messages	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit *messages*
1	158	over	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages over	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages *over*
1	159	long	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages over long	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages over *long*
1	160	distances	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages over long distances	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages over long *distances*
1	161	faster.	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages over long distances faster.	Samuel Morse, best known today as the inventor of Morse Code and one of the inventors of the telegraph, was originally a prominent painter. While he was always interested in technology and studied electrical engineering in college, Morse went to Paris to learn from famous artists of his day and later painted many pictures that now hang in museums, including a portrait of former President John Adams. In 1825, Morse was in Washington, D.C., painting a portrait of the Marquis de Lafayette when a messenger arrived on horseback to tell him that his wife was gravely ill back at his home in Connecticut. The message had taken several days to reach him because of the distance. Morse rushed to his home as fast as he could, but his wife had already passed away by the time he arrived. Grief- Grief stricken, he gave up painting and devoted the rest of his life to finding ways to transmit messages over long distances *faster.*
10	1	When	When	*When*
10	2	online	When online	When *online*
10	3	file-	When online file-	When online *file-*
10	3	file	When online file- file	When online file- *file*
10	4	sharing	When online file- file sharing	When online file- file *sharing*
10	5	programs	When online file- file sharing programs	When online file- file sharing *programs*
10	6	emerged,	When online file- file sharing programs emerged,	When online file- file sharing programs *emerged,*
10	7	the	When online file- file sharing programs emerged, the	When online file- file sharing programs emerged, *the*
10	8	music	When online file- file sharing programs emerged, the music	When online file- file sharing programs emerged, the *music*
10	9	industry	When online file- file sharing programs emerged, the music industry	When online file- file sharing programs emerged, the music *industry*
10	10	changed	When online file- file sharing programs emerged, the music industry changed	When online file- file sharing programs emerged, the music industry *changed*
10	11	forever.	When online file- file sharing programs emerged, the music industry changed forever.	When online file- file sharing programs emerged, the music industry changed *forever.*
10	12	Perhaps	When online file- file sharing programs emerged, the music industry changed forever. Perhaps	When online file- file sharing programs emerged, the music industry changed forever. *Perhaps*
10	13	the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps *the*
10	14	first	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the *first*
10	15	widely-	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely-	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first *widely-*
10	15	widely	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- *widely*
10	16	used	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely *used*
10	17	music	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used *music*
10	18	file	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music *file*
10	19	sharing	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file *sharing*
10	20	program	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing *program*
10	21	was	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program *was*
10	22	Napster.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was *Napster.*
10	23	It	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. *It*
10	24	allowed	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It *allowed*
10	25	users	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed *users*
10	26	to	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users *to*
10	27	sign	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to *sign*
10	28	up	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign *up*
10	29	to	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up *to*
10	30	use	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to *use*
10	31	the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use *the*
10	32	service	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the *service*
10	33	at	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service *at*
10	34	no	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at *no*
10	35	charge.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge.	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no *charge.*
10	36	Then,	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then,	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. *Then,*
10	37	they	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, *they*
10	38	could	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they *could*
10	39	download	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could *download*
10	40	music	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download *music*
10	41	files	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music *files*
10	42	from	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files *from*
10	43	other	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from *other*
10	44	users	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other *users*
10	45	all	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users *all*
10	46	over	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all *over*
10	47	the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over *the*
10	48	world	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the *world*
10	49	by	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world *by*
10	50	simply	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by *simply*
10	51	typing	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply *typing*
10	52	in	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing *in*
10	53	what	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in *what*
10	54	song	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what song	When online file- file sharing programs emerged, the music industry changed forever. Perhaps the first widely- widely used music file sharing program was Napster. It allowed users to sign up to use the service at no charge. Then, they could download music files from other users all over the world by simply typing in what *song*
